Title,factory_name,date_reported,num_affected,buyers,response_action,allegation_summary,issue_groups,Response Link,source_link,factory_lower
#365 - Xinda Home Textile (Myanmar),Xinda Home Textile (Myanmar),2023-10-14,2000.0,,,"In October 2023, it was reported that workers who resign from Xinda Home Textile factory are denied full pay, on the basis that they had resigned.",Reduced wages and wage theft,,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-who-resigned-from-factory-denied-full-pay/?utm_source=mosaic&utm_medium=api,xinda home textile (myanmar)
#364 - Kfine International Garment (Myanmar),Kfine International Garment (Myanmar),2023-10-14,2000.0,"Bestseller (Buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Zara (part of Inditex) (Reported buyer)","Kfine International Garment (Myanmar) allegedly supplies to LPP S.A (for its Reserved brand), Inditex (for its ZARA brand), BESTSELLER (for its ONLY brand); All brands provided a response to a request for comment from the Resource Centre. Inditex stated it does not source from the factory.","In October 2023, it was reported that workers at Kfine International Garment (myanmar) faced a series of violations, including non-payment of pension contributions from the factory, workers facing verbal abuse from HR manager for telling the Labour Office about the non-payment of annuities, the Labour Office telling workers not to report their issues again, factory interpreters sexually harassing women workers, workers forced to work during holiday and substitute with Sundays' off without holiday pay, workers forced to be transported in small buses with higher ranking factory officials taking seats while pregnant women are forced to stand up, the labour office allegedly accepting bribes from the factory during inspections.","Business-military collusion,Gender-based violence and harassment,Harassment intimidation and abuse,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-labour-office-reportedly-accepting-bribes-from-factory-to-ignore-worker-rights-abuses-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-worker-pens-letter-highlighting-multiple-labour-rights-abuses-at-garment-factory/?utm_source=mosaic&utm_medium=api,kfine international garment (myanmar)
#363 - Bohua Fashion,Bohua Fashion,2023-10-13,500.0,"LPP Spółka Akcyjna (Reported buyer),NKD (Reported buyer),Reserved (part of LPP Spółka Akcyjna) (Reported buyer),Sinsay (part of LPP S.A.) (Reported buyer)","Bohua Fashion allegedly supplies to LPP S.A (for its Reserved and Sinsay brands) and NKD Group; Both brands provided a response to a request for comment from the Resource Centre, stating they have not sourced from the factory.","In October 2023, it was reported that women workers at Bohua Fashion faced safety risks due to lack of transportation available after overtime shifts and limited toilet facilities available. Workers are also reportedly selected and trained for inspections.","Harassment intimidation and abuse,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/garment-workers-report-safety-risks-for-women-at-bohua-fashion-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-forced-to-work-unpaid-overtime-if-targets-are-not-met/?utm_source=mosaic&utm_medium=api,bohua fashion
#362 - SYSMM Apparel Manufacturing,SYSMM Apparel Manufacturing,2023-10-12,600.0,"Bershka (part of Inditex) (Reported buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Reported buyer)","SYSMM allegedly supplies to Inditex for its brands Stradivarius and Bershka, and LPP S.A for its brands Mohito and Sinsay; both brands provided a response to a request for comment from the Resource Centre. Inditex stated that it does not source from the factory.","In October 2023, it was reported that workers at SYSMM Apparel garment factory were told the factory was going to close and that they were not going to receive their full compensation according to the law.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-sysmm-garment-factory-announces-it-will-close-without-paying-workers-their-full-compensation-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-sysmm-apparel-garment-factory-will-not-pay-workers-full-compensation-after-factory-closure-workers-report/?utm_source=mosaic&utm_medium=api,sysmm apparel manufacturing
#361 - Jafon,Jafon,2023-10-12,200.0,IPSY (Buyer),Jafon allegedly supplies to IPSY; IPSY provided a response to a request for comment from the Resource Centre.,"In October 2023, it was reported that workers at the Jafon factory were facing a series of violations, including denial of leave, denial of social security benefits, mandatory overtime, and workers fainting during the summer.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-jafon-factory-report-denial-of-social-security-benefits-workers-fainting-during-the-summer-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-bag-factory-report-denial-of-leave-social-security-benefits/?utm_source=mosaic&utm_medium=api,jafon
#360 - Top Class,Top Class,2023-10-08,2000.0,FieldCore (Buyer),Top Class allegedly supplies to FieldCore; FieldCore did not provide a response to a request for comment from the Resource Centre.,"In November 2023, it was reported that workers at Top Class garment factory faced a series of violations, including mandatory overtime without consent or notice, excessive production targets, verbal abuse if workers can't meet the targets, the recruitment of day labourers who are denied leave, have no protection from workplace accidents and receive low wages, workers receiving a higher pay grade if they are close to the supervisors, denial of leave and wage cuts if workers take leave, and workers requiring permission to go to the toilet causing health issues.","Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-labour-rights-abuses-at-top-class-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-alleged-fieldcore-supplier-forced-to-work-overtime-without-notice/?utm_source=mosaic&utm_medium=api,top class
#359 - Hong Tex,Hong Tex,2023-10-07,200.0,"Jichodo (Buyer),Mango (Buyer),New Look (Former buyer)","Hong Tex allegedly supplies to New Look, Mango and Jichodo; New Look and Jichodo provided a response to a request for comment from the Resource Centre. New Look stated it had ceased operations with Hong Tex at the end of August 2023. Mango did not respond.","In October 2023, it was reported that workers at Hong Tex with seniority status were being rehired as new workers with a new registration system, impacting their income.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-with-seniority-status-reportedly-fired-rehired-as-new-workers-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-employment-contracts-cancelled-and-workers-rehired-as-new-employees/?utm_source=mosaic&utm_medium=api,hong tex
#358 - Sen Yu/Zhejian Newway (Myanmar),Sen Yu/Zhejian Newway (Myanmar),2023-10-05,1000.0,"LC Waikiki (Former buyer),LPP Spółka Akcyjna (Reported buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer),Terranova (Buyer)","Sen Yu allegedly supplies to LPP S.A (for its Sinsay brand) and Terranova, LPP S.A provided a response to a request for comment by the Resource Centre, stating that it does not source from the factory. Terranova did not respond.
In September 2024, LC Waikiki provided a response to a request for comment by the Resource Centre, stating that its last orders were completed between May-July 2024. New Yorker did not respond.","In October 2023, it was reported that over 100 day labourers hired at Sen Yu garment factory were fired after three months of work then rehired so they do not receive the rights of permanent workers. It was also reported that some workers had been dismissed before they were entitled to severance pay. Some workers are fired for reasons such as lack of orders, for not listening to the supervisors, and refusal to work overtime. Workers also reported inadequate transport for workers and the installation of CCTV near the toilets.","Denial of permanent contracts,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Surveillance,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-over-100-day-labourers-hired-rehired-to-avoid-permanent-worker-status-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-day-labourers-at-alleged-terranova-sinsay-supplier-reportedly-fired-rehired-to-avoid-payments-benefits/?utm_source=mosaic&utm_medium=api,sen yu/zhejian newway (myanmar)
#357 - Hong Miao Garment,Hong Miao Garment,2023-10-05,374.0,"FieldCore (Buyer),Paseos (Buyer)",Hong Miao Garment allegedly supplies to FieldCore and Paseos; neither brand provided a response to a request for comment from the Resource Centre.,"In October 2023, it was reported that workers at Hong Miao Garment factory occupied the factory, after the factory announced its closure without paying workers their unpaid wages and adequate severance pay.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-stage-protest-at-factory-after-sudden-close-and-unpaid-wages-compensation-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-occupy-hong-miao-factory-demanding-unpaid-severance-pay-wages/?utm_source=mosaic&utm_medium=api,hong miao garment
#356 - Synergy Garment,Synergy Garment,2023-10-02,800.0,"Gémo (Buyer),LPP Spółka Akcyjna (Reported buyer),Lidl (Former buyer),Mango (Reported buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer)","Synergy Garment allegedly supplies Mango, Lidl and GEMO; Lidl and GEMO provided a response to an invite to comment from the Resource Centre. Mango stated it had conducted a responsible exit.
In September 2024, LPP (for Sinsay) and New Yorker were invited to provide a response to an invite to comment from the Resource Centre. LPP stated it does not source from the factory. New Yorker did not respond.","In October 2023, it was reported that workers at Synergy Garment factory were facing a series of violations, including physical and verbal abuse against workers (including pulling workers' hair), garment workers forced to work overtime every day including on Sundays, most workers working unpaid overtime, workers dismissed or demoted if they don't work overtime on Sunday, workers denied a gate pass to leave the factory and denial of leave.","Gender-based violence and harassment,Harassment intimidation and abuse",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-synergy-garment-factory-report-several-rights-abuses-incl-physical-verbal-abuse-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-synergy-garment-factory-forced-to-work-without-a-day-off/?utm_source=mosaic&utm_medium=api,synergy garment
#355 - Lat War Garment,Lat War Garment,2023-09-30,2000.0,"Auchan (Reported buyer),Kapalua (Buyer),LC Waikiki (Former buyer),Mavi (Reported buyer),Regatta (Reported buyer),Tom Tailor (Former buyer)","Lat War allegedly supplies to or formerly supplied to Tom Tailor, Mavi, LC Waikiki, Auchan and Regatta; LC Waikiki, Mavi and Regatta provided a response to a request for comment from the Resource Centre. Mavi and Regatta stated they do not source from the factory. LC Waikiki stated it had sourced from the factory in early 2023, but that it is now in an inactive situation. Auchan stated it does not source from the Lat War factory mentioned in the article. Tom Tailor has previously informed the Resource Centre that its final orders in Myanmar were completed in 2022.
In September 2024, Kapalua was invited to provide a response. It did not.","In September 2023, it was reported that workers at Lat War garment factory were facing a series of violations, including health issues caused by workers working overnight incl. vomiting and fainting, no rest areas for workers to work overtime, pregnant workers forced to meet high targets with other workers and denied leave from the factory if they feel unwell, workers yelled at when they take toilet breaks, and reduced pay for workers who didn't work the Sunday they were scheduled to work in order to cover work they missed due to the public holiday.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-lat-war-garment-factory-reportedly-fainting-vomiting-due-to-overnight-shifts-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-lat-war-garment-factory-report-multiple-labour-rights-abuses/?utm_source=mosaic&utm_medium=api,lat war garment
#354 - Galaxy Myanmar,Galaxy Myanmar,2023-09-29,350.0,"Body Guard (part of Fastenal Brands) (Buyer),Clique (part of New Wave Group) (Former buyer),Fastenal Brands (Buyer),New Wave Group (Former buyer),Roly (Buyer),Worko (Buyer)","Galaxy Myanmar allegedly supplies to New Wave Group (for its Clique brand), Fastenal Brands (for its Body Guard brand), Roly and Worko; New Wave Group provided a response to a request for comment from the Resource Centre, stating one order in September-October had been subcontracted to the factory without their knowledge. Fastenal Brands, Roly and Worko did not respond.","In September 2023, it was reported that workers at Galaxy (Myanmar) faced a series of violations, including an increase in production targets, verbal abuse and aggressive behaviour by the owner, pregnant workers made to work same hours as other workers, workers who can’t meet targets dismissed, denial of permanent contracts for day labourers, who were dismissed after they had completed work orders, denial of leave and wage cuts if workers take leave, no access to a medical clinic and workers fainting due to lack of fans.","Denial of leave,Denial of permanent contracts,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-galaxy-myanmar-garment-factory-allegedly-face-labour-rights-abuses-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-galaxy-myanmar-factory-report-multiple-labour-rights-abuses/?utm_source=mosaic&utm_medium=api,galaxy myanmar
#353 - Amava Apparel,Amava Apparel,2023-09-26,1000.0,"Blåkläder (Buyer),Frasers Group (Buyer),Karrimor (Buyer)",Amava Apparel allegedly supplies to Blaklader and Fraser Group for its Karrimor brand; Neither brand provided a response to a request for comment from the Resource Centre.,"In September 2023, it was reported that workers at Amava Apparel factory were facing health problems due to the burning of asphalt outside of the factory to fix the roof, including respiratory problems, dizziness and headaches.",Unsafe working conditions,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-face-health-problems-due-to-asphalt-burning-by-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reporting-health-difficulties-due-to-asphalt-burning-outside-the-factory/?utm_source=mosaic&utm_medium=api,amava apparel
#352 - Gibaek Myanmar,Gibaek Myanmar,2023-09-25,300.0,The RedFace (Buyer),Gibaek Myanmar allegedly supplies to RedFace; RedFace did not provide a response to a request for comment from the Resource Centre.,"In September 2023, it was reported that workers at Gibaek Myanmar would be dismissed if they missed a day of work, even if workers reported health issues.","Denial of leave,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-dismissal-if-they-take-leave-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-garment-factory-reportedly-dismissed-if-they-take-leave/?utm_source=mosaic&utm_medium=api,gibaek myanmar
#351 - Hong Miao Garment,Hong Miao Garment,2023-09-24,48.0,"FieldCore (Buyer),Paseos (Buyer)",Hong Miao Garment allegedly supplies to FieldCore and Paseos; neither brand provided a response to a request for comment from the Resource Centre.,"In September 2023, it was reported that 48 workers who had formed a union at the factory were dismissed, under the pretence that there were no orders at the factory.","Attacks on freedom of association,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-hong-miao-factory-dismissed-after-attempting-to-form-a-union-incl-co-respon/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-who-formed-union-at-hong-miao-factory-dismissed/?utm_source=mosaic&utm_medium=api,hong miao garment
#350 - Myanmar Huasheng Yashili Fashion,Myanmar Huasheng Yashili Fashion,2023-09-24,1000.0,,,"In September 2023, it was reported that workers at Myanmar Huasheng Yashili Fashion face a series of violations, including overtime shifts overnight, and the denial of workers' social security benefits despite part of their wage going towards social security contributions.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-denial-of-social-security-benefits-overtime-shifts-overnight/?utm_source=mosaic&utm_medium=api,myanmar huasheng yashili fashion
#349 - Hong Miao Garment,Hong Miao Garment,2023-09-23,374.0,"FieldCore (Buyer),Paseos (Buyer)",Hong Miao Garment allegedly supplies to FieldCore and Paseos; neither brand provided a response to a request for comment from the Resource Centre.,"In September 2023, it was reported that workers at Hong Miao Garment were working in dangerous conditions, as water had leaked into the factory, putting workers at risk of an electric shock.",Unsafe working conditions,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-risk-as-water-leaks-into-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-union-states-workers-are-working-in-dangerous-conditions-as-water-leaks-into-the-factory/?utm_source=mosaic&utm_medium=api,hong miao garment
#348 - Jia Xin,Jia Xin,2023-09-20,1.0,"Fast Retailing (Reported buyer),GU (part of Fast Retailing) (Reported buyer),Inditex (Reported buyer),Stripe International (Buyer),Zara (part of Inditex) (Reported buyer)","Jia Xin allegedly supplies to Inditex (for its ZARA brand), Fast Retailing (for its GU brand), and Stripe (for its earth ecology&music brand); Inditex and Fast Retailing provided responses to a request for comment by the Resource Centre, stating that they do not source from the factory. Stripe did not respond.","In September 2023, it was reported that when a 7-month pregnant worker at Jia Xin (Myanmar) Garment went on medical leave due to sickness for three days, she was verbally abused and humiliated by the supervisor when she returned, and was not allowed to take a lunch break with the other workers until she had met her targets. She has been denied entitled maternity leave and benefits.","Denial of leave,Gender-based violence and harassment,Inhumane work rates and mandatory overtime,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-pregnant-garment-worker-denied-legally-owed-maternity-leave-benefits-forced-to-work-overtime-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-seven-month-pregnant-garment-worker-forced-to-work-overtime-without-leave/?utm_source=mosaic&utm_medium=api,jia xin
#347 - Bohua Fashion,Bohua Fashion,2023-09-15,1.0,"LPP Spółka Akcyjna (Reported buyer),NKD (Reported buyer),Reserved (part of LPP Spółka Akcyjna) (Reported buyer)","Bohua Fashion allegedly supplies to LPP S.A (for its Reserved and Sinsay brands) and NKD Group; Both brands provided a response to a request for comment from the Resource Centre, stating they have not sourced from the factory.","In September 2023, it was reported that a worker at Bohua Fashion was dismissed after arguing with a supervisor over carrying heavy materials in the factory.","Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-worker-faces-dismissal-after-refusal-to-carry-heavy-materials-in-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-worker-allegedly-dismissed-after-refusing-to-carry-heavy-materials-in-the-factory-due-to-safety-risks/?utm_source=mosaic&utm_medium=api,bohua fashion
#346 - Myanmar Guotai Huasheng Glory Fashion,Myanmar Guotai Huasheng Glory Fashion,2023-09-14,700.0,"Auchan (Buyer),Carrefour (Former buyer),Lidl (Former buyer),Pimkie (part of Association Familiale Mulliez) (Buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Buyer)","Guotai Huasheng Glory Fashion allegedly supplies or has supplied to Primark, Auchan, Carrefour, Lidl and Pimkie; Primark, Pimkie and Lidl provided a response to an invite to comment from the Resource Centre. Primark stated it has completed its exit process in October 2023 and no longer sources from Myanmar. Carrefour and Lidl previously informed the Resource Centre that they no longer source from the factory.
In September 2024, Tendam did not provide a response to an invite to comment from the Resource Centre.","In September 2023, it was reported that workers at Myanmar Guotai Huasheng Glory Fashion garment factory were facing a series of violations, including dismissed workers being forced to sign statements saying they resigned, and if they don't the factory threatens them with their wages, workers on lower skill and pay grades expected to meet the targets of those on higher skill grades, workers forced to shout at each other for missing targets, workers prohibited from using their phones during work hours, workers prohibited from saying they quit due to the heavy workload, buses not arriving to transport workers on time, monitoring of workers during breaks and giving them warnings.","Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Surveillance,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-alleged-primark-supplier-report-multiple-labour-rights-abuses-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-myanmar-guotai-huasheng-glory-factory-state-management-is-committing-violations-not-resolving-workplace-issues/?utm_source=mosaic&utm_medium=api,myanmar guotai huasheng glory fashion
#345 - Lian Cheng (Myanmar),Lian Cheng (Myanmar),2023-09-13,,"Inditex (Former buyer),Zara (part of Inditex) (Former buyer)","Lian Cheng (Myanmar) allegedly supplies to Inditex (for its ZARA brand); Inditex provided a response to a request for comment from the Resource Centre, stating it found an outsourced order to the factory, and has now blocked it from their database so the factory will not have a business relation with Inditex again.","In September 2023, it was reported that workers at Lian Cheng (Myanmar) factory faced a series of violations, denial of public holidays, the dismissal of pregnant workers, dismissal of workers who do not meet targets,  and relevant labour departments not investigating violations.","Business-military collusion,Denial of leave,Gender-based violence and harassment,Inhumane work rates and mandatory overtime,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-lian-cheng-myanmar-factory-report-dismissal-of-pregnant-workers-workers-who-fail-to-meet-targets-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-alleged-zara-factory-report-forced-overtime-without-consent/?utm_source=mosaic&utm_medium=api,lian cheng (myanmar)
#344 - Sen Yu/Zhejian Newway (Myanmar),Sen Yu/Zhejian Newway (Myanmar),2023-09-11,60.0,"LC Waikiki (Former buyer),LPP Spółka Akcyjna (Reported buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer),Terranova (Buyer)","Sen Yu allegedly supplies to LPP S.A (for its Sinsay brand) and Terranova, LPP S.A provided a response to a request for comment by the Resource Centre, stating that it does not source from the factory. Terranova did not respond.
In September 2024, LC Waikiki provided a response to a request for comment by the Resource Centre, stating that its last orders were completed between May-July 2024. New Yorker did not respond.","In September 2023, it was reported that 60 workers at Sen Yu who had resigned from the factory were not paid their owed salaries by the factory, and were waiting outside the factory.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-sixty-garment-workers-at-sen-yu-factory-call-for-unpaid-salaries-outside-factory/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-over-60-workers-wait-outside-sen-yu-garment-factory-for-owed-wages/?utm_source=mosaic&utm_medium=api,sen yu/zhejian newway (myanmar)
#343 - Ford Glory,Ford Glory,2023-09-11,500.0,"LPP Spółka Akcyjna (Buyer),Lidl (Buyer),Sinsay (part of LPP S.A.) (Buyer)",Ford Glory allegedly supplies to LPP S.A (for its Sinsay brand) and LIDL; both brands provided a response to a request for comment from the Resource Centre.,"In September 2023, it was reported that workers at Ford Glory were forced to work overtime, and if they refused due to health issues caused by the overtime hours or feeling tired, they would be dismissed. Workers also reported that the factory did not provide transport for night shift workers.","Inhumane work rates and mandatory overtime,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-dismissed-if-they-refuse-overtime-due-to-health-issued-caused-by-excessive-working-hours-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-threatened-to-work-overtime-or-face-dismissal/?utm_source=mosaic&utm_medium=api,ford glory
#342 - Kfine International Garment (Myanmar),Kfine International Garment (Myanmar),2023-09-10,4.0,"Bestseller (Buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Zara (part of Inditex) (Reported buyer)","Kfine International Garment (Myanmar) allegedly supplies to LPP S.A (for its Reserved brand), Inditex (for its ZARA brand), BESTSELLER (for its ONLY brand); All brands provided a response to a request for comment from the Resource Centre. Inditex stated it does not source from the factory.","In September 2023, it was reported that four women workers at Kfine International Garment (International) were fired after filing a complaint with the Ministry of Labour about the factory.",Unfair dismissal,https://www.business-humanrights.org/en/latest-news/myanmar-workers-fired-after-filing-complaint-over-working-conditions-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-face-verbal-abuse-swearing-from-supervisors/?utm_source=mosaic&utm_medium=api,kfine international garment (myanmar)
#341 - Erdos Myanmar,Erdos Myanmar,2023-09-09,6.0,"Edinburgh Woollen Mill (Buyer),Just Cashmere (Buyer),Marks & Spencer (Reported buyer)","Erdos Myanmar allegedly supplies Marks & Spencer; Marks & Spencer provided a response to a request for comment from the Resource Centre, stating it has been inactive in Myanmar since April 2023, and therefore cannot comment on the allegations. Edinburgh Woollen Mills and Just Cashmere did not respond.","In September 2023, it was reported that six workers at Erdos Myanmar were transferred to other departments and demoted after asking for a pay rise from 4,800 kyats to 5,600 kyats.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-six-garment-workers-at-erdos-myanmar-factory-transferred-to-different-departments-after-calling-for-a-wage-increase/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-who-asked-for-wage-increase-demoted/?utm_source=mosaic&utm_medium=api,erdos myanmar
#340 - Jia Xin,Jia Xin,2023-09-07,12.0,"Fast Retailing (Reported buyer),GU (part of Fast Retailing) (Reported buyer),Inditex (Reported buyer),Stripe International (Buyer),Zara (part of Inditex) (Reported buyer)","Jia Xin allegedly supplies to Inditex (for its ZARA brand), Fast Retailing (for its GU brand), and Stripe (for its earth ecology&music brand); Inditex and Fast Retailing provided responses to a request for comment by the Resource Centre, stating that they do not source from the factory. Stripe did not respond.","On 12 August 2023, 12 workers from Jia Xin (Myanmar) Garment resigned because they did not want to be forced to work overtime for free, and reported that all workers at the factory were facing this. A settlement was reportedly reached between the workers and the factory in September 2023.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reach-settlement-over-forced-unpaid-overtime-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-who-resigned-over-forced-unpaid-overtime-reach-settlement-with-factory/?utm_source=mosaic&utm_medium=api,jia xin
#339 - Myanmar Zande,Myanmar Zande,2023-09-06,600.0,"Inditex (Reported buyer),LERROS (Buyer),Zara (part of Inditex) (Reported buyer)","Myanmar Zande allegedly supplies to LERROS and Inditex (for its ZARA brand); Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory. LERROS did not respond.","In September 2023, it was reported that workers were facing a series of violations, including the factory stating it would not recognise a union if it was formed and workers being denied access to restroom or having water.","Attacks on freedom of association,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-myanmar-zande-report-multiple-labour-rights-violations-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-myanmar-zande-factory-report-mandatory-overtime-overnight-without-notice/?utm_source=mosaic&utm_medium=api,myanmar zande
#338 - W&F Group,W&F Group,2023-09-05,,"Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)","W&F Group allegedly supplies to Inditex (for its ZARA brand); Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In September 2023, it was reported that workers at W&F Group factory were denied gate passes if they felt sick so were unable to leave the factory, and were treated disrespectfully by their manager everyday.","Denial of leave,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-refused-leave-treated-disrespectfully-by-management-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-forced-to-work-ovetime-and-denied-permission-to-leave-the-factory-if-they-fall-ill/?utm_source=mosaic&utm_medium=api,w&f group
